text,label,label_id
how do i cancel my account,55,55
why was i charged for cash withdrawal?,19,19
why is a transfer to a beneficiary not possible?,7,7
why did i get blocked?,49,49
i made a cash deposit almost a week ago but it's still not there!! please sort this out asap i need the money,6,6
can i create my own pin right away,38,38
what card types can i choose from?,73,73
i've got to have one of those virtual cards.,40,40
can i automatically topup when traveling?,4,4
"i tried to get money out of the notting hill atm earlier, but wasn't able to. is my card working okay? it's the first time i tried using it.",26,26
my top up is pending still,47,47
can i use my card everywhere?,10,10
"my card has been stolen. i reported it with the police, but i need to report it with you as well.",41,41
"my phone was taken yesterday, what should i do about my account?",42,42
i had a wrong fee charged at this atm.,19,19
"why did i get charged for something i bought online? even though it was international, i thought it would be covered.",64,64
"i was told that withdrawing cash from the atm is free, but i'm charged a fee. why is this?",19,19
can i have a discount if i exchange currency often?,31,31
seems like the exchange rate for my payment last saturday was wrong. i was charged extra.,17,17
i need to know if you will accept my credit card.,54,54
i used an atm and wanted to know why i was charged an extra fee.,19,19
i wanna revert a transaction i did this morning.,8,8
how do i make my pin work again?,49,49
how can i link my bank to my top up account?,65,65
where is the refund on my statement?,51,51
"i just checked and my payment was cancelled, why?",53,53
my transfer isn't in,66,66
i just deposited cash to my account and can't find it!,6,6
why did my transfer decline,27,27
how can i make my contactless work for the metro?,23,23
why would a cash withdrawal be pending?,46,46
i need to stop a transaction that i made.,8,8
how much do i have to pay if i want to transfer money?,64,64
i tried to get funds in hard cash but it was rejected!,26,26
how can i reset the passcode if i need to do that?,44,44
"the transfer keeps failing , i tried to transfer some money to friends this morning but it keeps getting rejected for some reason, would you please check the issue ?",35,35
how can my friend pay me?,50,50
is apple pay eligible for top up,2,2
"what's go on, where is my new card?",11,11
"i am interested in giving a second card to my daughter, how can i make this happen?",39,39
will this app exchange currencies?,33,33
what is the meaning of a pending payment?,45,45
where's my virtual card,40,40
can i use my card to withdraw from my account?,3,3
please let me know how to change my pin?,21,21
is there a specific source that the exchange rate for the transfer i'm planning on making is pulled from?,32,32
there is an unauthorized payment in my statement.,16,16
how much does it cost to get a new card? mine is almost expired. how fast does it come?,9,9
"do atm cash withdrawals carry a charge now? they've been free in the past, but all of a sudden i have to pay to make atm withdrawals?",19,19
how long is the wait for a us transfer?,67,67
"i need a hand here, i need to top up cash.",58,58
where can i find the source of my available money?,70,70
i would like to cancel my purchase.,52,52
trouble transferring transaction contact for help,27,27
i am trying to exchange crypto and it's not working. tell me how to fix this.,7,7
where do i verify a topup card?,71,71
i'd like like to know where i can order a virtual card?,40,40
"hi, today i have withdrawn cash from atm but i got wrong amount and in the app it is showing much more amount than that.",75,75
why did using an atm cause me to have an extra fee charged?,19,19
"hello, i have tried using crypto top up but it is not working. i had some money in my account but i'm not sure what happened",61,61
"someone has copied my card. i have my card with me, but someone just made a 500 cash withdrawal. please help now.",20,20
i deposited money but my balance hasn't been updated yet.,6,6
i forgot what my pin number is and now am blocked can you help me get in?,49,49
can i go into my app to find my pin,38,38
"if the transfer details have already but reviewed and confirmed that they are correct, what other reason would cause my transfer to be declined?",27,27
what do i do now that i can't use this card?,14,14
why hasn't my card been delivered?,11,11
why hasn't my card arrived yet?,11,11
what's the problem? i thought you offered crypto top up. this doesn't appear to be working at all. my money has now vanished from my account.,61,61
i need to reset my passcode. how do i do it?,44,44
